Station ID,Value,DateTime,Rainfall (mm),Quality Code
4854009, 18.00,20201203 0000, 0.0, 1
4854009, 18.00,20201203 0100, 0.0, 1
4854009, 18.00,20201203 0200, 0.0, 1
4854009, 18.00,20201203 0300, 0.0, 1
4854009, 18.00,20201203 0400, 0.0, 1
4854009, 18.00,20201203 0500, 0.0, 1
4854009, 18.00,20201203 0600, 0.0, 1
4854009, 18.00,20201203 0700, 0.0, 1
4854009, 18.00,20201203 0800, 0.0, 1
4854009, 18.00,20201203 0900, 0.0, 1
4854009, 18.00,20201203 1000, 0.0, 1
4854009, 18.00,20201203 1100, 0.0, 1
4854009, 18.00,20201203 1200, 0.0, 1
4854009, 18.00,20201203 1300, 0.0, 1
4854009, 18.00,20201203 1400, 0.0, 1
4854009, 18.00,20201203 1500, 0.0, 1
4854009, 18.00,20201203 1600, 0.0, 1
4854009, 18.00,20201203 1700, 0.5, 1
4854009, 18.00,20201203 1800, 0.0, 1
4854009, 18.00,20201203 1900, 0.0, 1
4854009, 18.00,20201203 2000, 0.0, 1
4854009, 18.00,20201203 2100, 0.0, 1
4854009, 18.00,20201203 2200, 0.0, 1
4854009, 18.00,20201203 2300, 0.0, 1
4854009, 18.00,20201204 0000, 0.0, 1
4854009, 18.00,20201204 0100, 0.0, 1
4854009, 18.00,20201204 0200, 0.0, 1
4854009, 18.00,20201204 0300, 0.0, 1
4854009, 18.00,20201204 0400, 0.0, 1
4854009, 18.00,20201204 0500, 0.0, 1
4854009, 18.00,20201204 0600, 0.0, 1
4854009, 18.00,20201204 0700, 0.0, 1
4854009, 18.00,20201204 0800, 0.0, 1
4854009, 18.00,20201204 0900, 0.0, 1
4854009, 18.00,20201204 1000, 0.0, 1
4854009, 18.00,20201204 1100, 0.0, 1
4854009, 18.00,20201204 1200, 0.0, 1
4854009, 18.00,20201204 1300, 0.0, 1
4854009, 18.00,20201204 1400, 0.0, 1
4854009, 18.00,20201204 1500, 0.0, 1
4854009, 18.00,20201204 1600, 0.0, 1
4854009, 18.00,20201204 1700, 58.5, 1
4854009, 18.00,20201204 1800, 24.5, 1
4854009, 18.00,20201204 1900, 14.5, 1
4854009, 18.00,20201204 2000, 17.5, 1
4854009, 18.00,20201204 2100, 4.5, 1
4854009, 18.00,20201204 2200, 0.0, 1
4854009, 18.00,20201204 2300, 0.0, 1
4854009, 18.00,20201205 0000, 0.0, 1
4854009, 18.00,20201205 0100, 0.0, 1
4854009, 18.00,20201205 0200, 0.0, 1
4854009, 18.00,20201205 0300, 0.0, 1
4854009, 18.00,20201205 0400, 0.0, 1
4854009, 18.00,20201205 0500, 0.0, 1
4854009, 18.00,20201205 0600, 0.0, 1
4854009, 18.00,20201205 0700, 0.0, 1
4854009, 18.00,20201205 0800, 0.0, 1
4854009, 18.00,20201205 0900, 0.0, 1
4854009, 18.00,20201205 1000, 0.0, 1
4854009, 18.00,20201205 1100, 0.0, 1
4854009, 18.00,20201205 1200, 0.0, 1
4854009, 18.00,20201205 1300, 0.0, 1
4854009, 18.00,20201205 1400, 0.0, 1
4854009, 18.00,20201205 1500, 0.0, 1
4854009, 18.00,20201205 1600, 0.0, 1
4854009, 18.00,20201205 1700, 0.0, 1
4854009, 18.00,20201205 1800, 0.0, 1
4854009, 18.00,20201205 1900, 0.0, 1
4854009, 18.00,20201205 2000, 0.0, 1
4854009, 18.00,20201205 2100, 0.0, 1
4854009, 18.00,20201205 2200, 0.0, 1
4854009, 18.00,20201205 2300, 6.0, 1
4854009, 18.00,20201206 0000, 8.0, 1
4854009, 18.00,20201206 0100, 3.0, 1
4854009, 18.00,20201206 0200, 1.0, 1
4854009, 18.00,20201206 0300, 0.5, 1
4854009, 18.00,20201206 0400, 0.0, 1
4854009, 18.00,20201206 0500, 0.0, 1
4854009, 18.00,20201206 0600, 0.0, 1
4854009, 18.00,20201206 0700, 0.0, 1
4854009, 18.00,20201206 0800, 0.0, 1
4854009, 18.00,20201206 0900, 0.0, 1
4854009, 18.00,20201206 1000, 0.0, 1
4854009, 18.00,20201206 1100, 0.0, 1
4854009, 18.00,20201206 1200, 0.0, 1
4854009, 18.00,20201206 1300, 0.0, 1
4854009, 18.00,20201206 1400, 0.0, 1
4854009, 18.00,20201206 1500, 0.0, 1
4854009, 18.00,20201206 1600, 0.0, 1
4854009, 18.00,20201206 1700, 0.0, 1
4854009, 18.00,20201206 1800, 3.0, 1
4854009, 18.00,20201206 1900, 4.0, 1
4854009, 18.00,20201206 2000, 0.0, 1
4854009, 18.00,20201206 2100, 0.5, 1
4854009, 18.00,20201206 2200, 0.0, 1
4854009, 18.00,20201206 2300, 0.0, 1
4854009, 18.00,20201207 0000, 0.0, 1
4854009, 18.00,20201207 0100, 0.0, 1
4854009, 18.00,20201207 0200, 0.0, 1
4854009, 18.00,20201207 0300, 0.0, 1
4854009, 18.00,20201207 0400, 0.0, 1
4854009, 18.00,20201207 0500, 0.0, 1
4854009, 18.00,20201207 0600, 0.0, 1
4854009, 18.00,20201207 0700, 0.0, 1
4854009, 18.00,20201207 0800, 0.0, 1
4854009, 18.00,20201207 0900, 0.0, 1
4854009, 18.00,20201207 1000, 0.0, 1
4854009, 18.00,20201207 1100, 0.0, 1
4854009, 18.00,20201207 1200, 0.0, 1
4854009, 18.00,20201207 1300, 0.0, 1
4854009, 18.00,20201207 1400, 0.0, 1
4854009, 18.00,20201207 1500, 0.0, 1
4854009, 18.00,20201207 1600, 0.0, 1
4854009, 18.00,20201207 1700, 0.0, 1
4854009, 18.00,20201207 1800, 2.0, 1
4854009, 18.00,20201207 1900, 1.5, 1
4854009, 18.00,20201207 2000, 4.5, 1
4854009, 18.00,20201207 2100, 0.0, 1
4854009, 18.00,20201207 2200, 0.0, 1
4854009, 18.00,20201207 2300, 0.5, 1
4854009, 18.00,20201208 0000, 0.0, 1
4854009, 18.00,20201208 0100, 0.0, 1
4854009, 18.00,20201208 0200, 0.0, 1
4854009, 18.00,20201208 0300, 0.0, 1
4854009, 18.00,20201208 0400, 0.0, 1
4854009, 18.00,20201208 0500, 0.0, 1
4854009, 18.00,20201208 0600, 0.0, 1
4854009, 18.00,20201208 0700, 0.0, 1
4854009, 18.00,20201208 0800, 0.0, 1
4854009, 18.00,20201208 0900, 0.0, 1
4854009, 18.00,20201208 1000, 0.0, 1
4854009, 18.00,20201208 1100, 0.0, 1
4854009, 18.00,20201208 1200, 0.0, 1
4854009, 18.00,20201208 1300, 0.0, 1
4854009, 18.00,20201208 1400, 0.0, 1
4854009, 18.00,20201208 1500, 0.0, 1
4854009, 18.00,20201208 1600, 27.5, 1
4854009, 18.00,20201208 1700, 0.0, 1
4854009, 18.00,20201208 1800, 0.0, 1
4854009, 18.00,20201208 1900, 0.0, 1
4854009, 18.00,20201208 2000, 0.0, 1
4854009, 18.00,20201208 2100, 0.0, 1
4854009, 18.00,20201208 2200, 0.0, 1
4854009, 18.00,20201208 2300, 3.0, 1
4854009, 18.00,20201209 0000, 0.0, 1
4854009, 18.00,20201209 0100, 0.0, 1
4854009, 18.00,20201209 0200, 0.0, 1
4854009, 18.00,20201209 0300, 0.0, 1
4854009, 18.00,20201209 0400, 0.0, 1
4854009, 18.00,20201209 0500, 0.0, 1
4854009, 18.00,20201209 0600, 0.0, 1
4854009, 18.00,20201209 0700, 0.0, 1
4854009, 18.00,20201209 0800, 0.0, 1
4854009, 18.00,20201209 0900, 0.0, 1
4854009, 18.00,20201209 1000, 0.0, 1
4854009, 18.00,20201209 1100, 0.0, 1
4854009, 18.00,20201209 1200, 0.0, 1
4854009, 18.00,20201209 1300, 0.0, 1
4854009, 18.00,20201209 1400, 0.0, 1
4854009, 18.00,20201209 1500, 0.0, 1
4854009, 18.00,20201209 1600, 0.0, 1
4854009, 18.00,20201209 1700, 0.0, 1
4854009, 18.00,20201209 1800, 0.0, 1
4854009, 18.00,20201209 1900, 0.0, 1
4854009, 18.00,20201209 2000, 2.5, 1
4854009, 18.00,20201209 2100, 0.0, 1
4854009, 18.00,20201209 2200, 0.0, 1
4854009, 18.00,20201209: 2300, 0.0, 1
4854009, 18.00,20201210 0000, 3.5, 1
4854009, 18.00,20201210 0100, 6.5, 1
4854009, 18.00,20201210 0200, 0.5, 1
4854009, 18.00,20201210 0300, 0.0, 1
4854009, 18.00,20201210 0400, 0.0, 1
4854009, 18.00,20201210 0500, 0.0, 1
4854009, 18.00,20201210 0600, 0.0, 1
4854009, 18.00,20201210 0700, 0.0, 1
4854009, 18.00,20201210 0800, 0.0, 1
4854009, 18.00,20201210 0900, 0.0, 1
4854009, 18.00,20201210 1000, 0.0, 1
4854009, 18.00,20201210 1100, 0.0, 1
4854009, 18.00,20201210 1200, 0.0, 1
4854009, 18.00,20201210 1300, 0.0, 1
4854009, 18.00,20201210 1400, 0.0, 1
4854009, 18.00,20201210 1500, 0.0, 1
4854009, 18.00,20201210 1600, 0.0, 1
4854009, 18.00,20201210 1700, 0.0, 1
4854009, 18.00,20201210 1800, 0.0, 1
4854009, 18.00,20201210 1900, 0.0, 1
4854009, 18.00,20201210 2000, 0.0, 1
4854009, 18.00,20201210 2100, 0.0, 1
4854009, 18.00,20201210 2200, 0.0, 1
4854009, 18.00,20201210 2300, 0.0, 1
4854009, 18.00,20201211 0000, 0.0, 1
4854009, 18.00,20201211 0100, 0.0, 1
4854009, 18.00,20201211 0200, 0.0, 1
4854009, 18.00,20201211 0300, 0.0, 1
4854009, 18.00,20201211 0400, 0.0, 1
4854009, 18.00,20201211 0500, 0.0, 1
4854009, 18.00,20201211 0600, 0.0, 1
4854009, 18.00,20201211 0700, 0.0, 1
4854009, 18.00,20201211 0800, 0.0, 1
4854009, 18.00,20201211 0900, 0.0, 1
4854009, 18.00,20201211 1000, 0.0, 1
4854009, 18.00,20201211 1100, 0.5, 1
4854009, 18.00,20201211 1200, 0.0, 1
4854009, 18.00,20201211 1300, 0.0, 1
4854009, 18.00,20201211 1400, 0.0, 1
4854009, 18.00,20201211 1500, 3.0, 1
4854009, 18.00,20201211 1600, 2.0, 1
4854009, 18.00,20201211 1700, 0.0, 1
4854009, 18.00,20201211 1800, 0.0, 1
4854009, 18.00,20201211 1900, 0.0, 1
4854009, 18.00,20201211 2000, 0.0, 1
4854009, 18.00,20201211 2100, 0.0, 1
4854009, 18.00,20201211 2200, 0.0, 1
4854009, 18.00,20201211 2300, 0.0, 1
4854009, 18.00,20201212 0000, 0.0, 1
4854009, 18.00,20201212 0100, 0.0, 1
4854009, 18.00,20201212 0200, 0.0, 1
4854009, 18.00,20201212 0300, 0.0, 1
4854009, 18.00,20201212 0400, 0.0, 1
4854009, 18.00,20201212 0500, 0.0, 1
4854009, 18.00,20201212 0600, 0.0, 1
4854009, 18.00,20201212 0700, 0.0, 1
4854009, 18.00,20201212 0800, 0.0, 1
4854009, 18.00,20201212 0900, 0.0, 1
4854009, 18.00,20201212 1000, 0.0, 1
4854009, 18.00,20201212 1100, 0.0, 1
4854009, 18.00,20201212 1200, 0.0, 1
4854009, 18.00,20201212 1300, 0.0, 1
4854009, 18.00,20201212 1400, 0.0, 1
4854009, 18.00,20201212 1500, 0.0, 1
4854009, 18.00,20201212 1600, 0.0, 1
4854009, 18.00,20201212 1700, 0.0, 1
4854009, 18.00,20201212 1800, 4.0, 1
4854009, 18.00,20201212 1900, 0.0, 1
4854009, 18.00,20201212 2000, 0.0, 1
4854009, 18.00,20201212 2100, 0.0, 1
4854009, 18.00,20201212 2200, 0.0, 1
4854009, 18.00,20201212: 2300, 0.0, 1
4854009, 18.00,20201213 0000, 0.0, 1
4854009, 18.00,20201213 0100, 0.0, 1
4854009, 18.00,20201213 0200, 0.0, 1
4854009, 18.00,20201213 0300, 0.0, 1
4854009, 18.00,20201213 0400, 0.0, 1
4854009, 18.00,20201213 0500, 0.0, 1
4854009, 18.00,20201213 0600, 0.0, 1
4854009, 18.00,20201213 0700, 0.0, 1
4854009, 18.00,20201213 0800, 0.0, 1
4854009, 18.00,20201213 0900, 0.0, 1
4854009, 18.00,20201213 1000, 0.0, 1
4854009, 18.00,20201213 1100, 0.0, 1
4854009, 18.00,20201213 1200, 0.0, 1
4854009, 18.00,20201213 1300, 0.0, 1
4854009, 18.00,20201213 1400, 0.0, 1
4854009, 18.00,20201213 1500, 0.0, 1
4854009, 18.00,20201213 1600, 0.0, 1
4854009, 18.00,20201213 1700, 0.0, 1
4854009, 18.00,20201213 1800, 0.0, 1
4854009, 18.00,20201213 1900, 10.5, 1
4854009, 18.00,20201213 2000, 24.0, 1
4854009, 18.00,20201213 2100, 0.5, 1
4854009, 18.00,20201213 2200, 0.0, 1
4854009, 18.00,20201213 2300, 0.0, 1
4854009, 18.00,20201214 0000, 0.0, 1
4854009, 18.00,20201214 0100, 0.0, 1
4854009, 18.00,20201214 0200, 0.0, 1
4854009, 18.00,20201214 0300, 0.5, 1
4854009, 18.00,20201214 0400, 0.0, 1
4854009, 18.00,20201214 0500, 3.0, 1
4854009, 18.00,20201214 0600, 1.5, 1
