Station ID,Value,DateTime,Rainfall (mm),Quality Code
4854009, 18.00,20220112 0600, 0.0, 1
4854009, 18.00,20220112 0700, 0.0, 1
4854009, 18.00,20220112 0800, 0.0, 1
4854009, 18.00,20220112 0900, 0.0, 1
4854009, 18.00,20220112 1000, 0.0, 1
4854009, 18.00,20220112 1100, 0.0, 1
4854009, 18.00,20220112 1200, 0.0, 1
4854009, 18.00,20220112 1300, 0.0, 1
4854009, 18.00,20220112 1400, 0.0, 1
4854009, 18.00,20220112 1500, 0.0, 1
4854009, 18.00,20220112 1600, 0.0, 1
4854009, 18.00,20220112 1700, 0.0, 1
4854009, 18.00,20220112 1800, 0.0, 1
4854009, 18.00,20220112 1900, 0.0, 1
4854009, 18.00,20220112 2000, 0.0, 1
4854009, 18.00,20220112 2100, 0.0, 1
4854009, 18.00,20220112 2200, 0.0, 1
4854009, 18.00,20220112 2300, 0.0, 1
4854009, 18.00,20220113 0000, 0.0, 1
4854009, 18.00,20220113 0100, 0.0, 1
4854009, 18.00,20220113 0200, 0.0, 1
4854009, 18.00,20220113 0300, 0.0, 1
4854009, 18.00,20220113 0400, 0.0, 1
4854009, 18.00,20220113 0500, 0.0, 1
4854009, 18.00,20220113 0600, 0.0, 1
4854009, 18.00,20220113 0700, 0.0, 1
4854009, 18.00,20220113 0800, 0.0, 1
4854009, 18.00,20220113 0900, 0.0, 1
4854009, 18.00,20220113 1000, 0.0, 1
4854009, 18.00,20220113 1100, 0.0, 1
4854009, 18.00,20220113 1200, 0.0, 1
4854009, 18.00,20220113 1300, 0.0, 1
4854009, 18.00,20220113 1400, 0.0, 1
4854009, 18.00,20220113 1500, 0.0, 1
4854009, 18.00,20220113 1600, 0.0, 1
4854009, 18.00,20220113 1700, 0.5, 1
4854009, 18.00,20220113 1800, 0.0, 1
4854009, 18.00,20220113 1900, 0.0, 1
4854009, 18.00,20220113 2000, 0.0, 1
4854009, 18.00,20220113 2100, 0.0, 1
4854009, 18.00,20220113 2200, 0.0, 1
4854009, 18.00,20220113 2300, 0.0, 1
4854009, 18.00,20220114 0000, 0.0, 1
4854009, 18.00,20220114 0100, 0.0, 1
4854009, 18.00,20220114 0200, 0.0, 1
4854009, 18.00,20220114 0300, 0.0, 1
4854009, 18.00,20220114 0400, 0.0, 1
4854009, 18.00,20220114 0500, 0.0, 1
4854009, 18.00,20220114 0600, 0.0, 1
4854009, 18.00,20220114 0700, 0.0, 1
4854009, 18.00,20220114 0800, 0.0, 1
4854009, 18.00,20220114 0900, 0.0, 1
4854009, 18.00,20220114 1000, 0.0, 1
4854009, 18.00,20220114 1100, 0.0, 1
4854009, 18.00,20220114 1200, 0.0, 1
4854009, 18.00,20220114 1300, 0.0, 1
4854009, 18.00,20220114 1400, 0.0, 1
4854009, 18.00,20220114 1500, 0.0, 1
4854009, 18.00,20220114 1600, 0.5, 1
4854009, 18.00,20220114 1700, 0.0, 1
4854009, 18.00,20220114 1800, 0.0, 1
4854009, 18.00,20220114 1900, 0.0, 1
4854009, 18.00,20220114 2000, 0.0, 1
4854009, 18.00,20220114 2100, 0.0, 1
4854009, 18.00,20220114 2200, 0.0, 1
4854009, 18.00,20220114 2300, 0.0, 1
4854009, 18.00,20220115 0000, 0.0, 1
4854009, 18.00,20220115 0100, 0.0, 1
4854009, 18.00,20220115 0200, 0.0, 1
4854009, 18.00,20220115 0300, 0.0, 1
4854009, 18.00,20220115 0400, 0.0, 1
4854009, 18.00,20220115 0500, 0.0, 1
4854009, 18.00,20220115 0600, 0.0, 1
4854009, 18.00,20220115 0700, 0.0, 1
4854009, 18.00,20220115 0800, 0.0, 1
4854009, 18.00,20220115 0900, 0.0, 1
4854009, 18.00,20220115 1000, 0.0, 1
4854009, 18.00,20220115 1100, 0.0, 1
4854009, 18.00,20220115 1200, 0.0, 1
4854009, 18.00,20220115 1300, 0.0, 1
4854009, 18.00,20220115 1400, 0.0, 1
4854009, 18.00,20220115 1500, 0.0, 1
4854009, 18.00,20220115 1600, 0.0, 1
4854009, 18.00,20220115 1700, 0.0, 1
4854009, 18.00,20220115 1800, 0.0, 1
4854009, 18.00,20220115 1900, 0.0, 1
4854009, 18.00,20220115 2000, 0.0, 1
4854009, 18.00,20220115 2100, 0.0, 1
4854009, 18.00,20220115 2200, 0.0, 1
4854009, 18.00,20220115 2300, 0.0, 1
4854009, 18.00,20220116 0000, 0.5, 1
4854009, 18.00,20220116 0100, 0.5, 1
4854009, 18.00,20220116 0200, 0.0, 1
4854009, 18.00,20220116 0300, 0.0, 1
4854009, 18.00,20220116 0400, 0.0, 1
4854009, 18.00,20220116 0500, 0.0, 1
4854009, 18.00,20220116 0600, 0.0, 1
4854009, 18.00,20220116 0700, 0.0, 1
4854009, 18.00,20220116 0800, 0.0, 1
4854009, 18.00,20220116 0900, 0.0, 1
4854009, 18.00,20220116 1000, 0.0, 1
4854009, 18.00,20220116 1100, 0.0, 1
4854009, 18.00,20220116 1200, 0.0, 1
4854009, 18.00,20220116 1300, 0.5, 1
4854009, 18.00,20220116 1400, 0.0, 1
4854009, 18.00,20220116 1500, 0.0, 1
4854009, 18.00,20220116 1600, 0.0, 1
4854009, 18.00,20220116 1700, 0.0, 1
4854009, 18.00,20220116 1800, 0.0, 1
4854009, 18.00,20220116 1900, 0.0, 1
4854009, 18.00,20220116 2000, 0.0, 1
4854009, 18.00,20220116) 2100, 0.0, 1
4854009, 18.00,20220116 2200, 0.0, 1
4854009, 18.00,20220116 2300, 0.0, 1
4854009, 18.00,20220117 0000, 0.0, 1
4854009, 18.00,20220117 0100, 0.0, 1
4854009, 18.00,20220117 0200, 0.0, 1
4854009, 18.00,20220117 0300, 0.0, 1
4854009, 18.00,20220117 0400, 0.0, 1
4854009, 18.00,20220117 0500, 0.0, 1
4854009, 18.00,20220117 0600, 0.0, 1
4854009, 18.00,20220117 0700, 0.0, 1
4854009, 18.00,20220117 0800, 0.0, 1
4854009, 18.00,20220117 0900, 0.0, 1
4854009, 18.00,20220117 1000, 0.0, 1
4854009, 18.00,20220117 1100, 0.0, 1
4854009, 18.00,20220117 1200, 0.0, 1
4854009, 18.00,20220117 1300, 0.0, 1
4854009, 18.00,20220117 1400, 0.5, 1
4854009, 18.00,20220117 1500, 0.0, 1
4854009, 18.00,20220117 1600, 2.0, 1
4854009, 18.00,20220117 1700, 42.0, 1
4854009, 18.00,20220117 1800, 15.0, 1
4854009, 18.00,20220117 1900, 10.5, 1
4854009, 18.00,20220117 2000, 4.0, 1
4854009, 18.00,20220117 2100, 2.5, 1
4854009, 18.00,20220117 2200, 0.0, 1
4854009, 18.00,20220117 2300, 0.0, 1
4854009, 18.00,20220118 0000, 0.0, 1
4854009, 18.00,20220118 0100, 0.0, 1
4854009, 18.00,20220118 0200, 0.0, 1
4854009, 18.00,20220118 0300, 0.0, 1
4854009, 18.00,20220118 0400, 0.0, 1
4854009, 18.00,20220118 0500, 0.0, 1
4854009, 18.00,20220118 0600, 0.0, 1
4854009, 18.00,20220118 0700, 0.0, 1
4854009, 18.00,20220118 0800, 0.0, 1
4854009, 18.00,20220118 0900, 0.0, 1
4854009, 18.00,20220118 1000, 0.5, 1
4854009, 18.00,20220118 1100, 0.0, 1
4854009, 18.00,20220118 1200, 0.0, 1
4854009, 18.00,20220118 1300, 26.5, 1
4854009, 18.00,20220118 1400, 0.0, 1
4854009, 18.00,20220118 1500, 7.5, 1
4854009, 18.00,20220118 1600, 2.0, 1
4854009, 18.00,20220118 1700, 0.0, 1
4854009, 18.00,20220118 1800, 0.0, 1
4854009, 18.00,20220118 1900, 0.0, 1
4854009, 18.00,20220118 2000, 0.0, 1
4854009, 18.00,20220118 2100, 5.0, 1
4854009, 18.00,20220118 2200, 1.0, 1
4854009, 18.00,20220118 2300, 0.5, 1
4854009, 18.00,20220119 0000, 0.0, 1
4854009, 18.00,20220119 0100, 0.0, 1
4854009, 18.00,20220119 0200, 0.0, 1
4854009, 18.00,20220119 0300, 0.0, 1
4854009, 18.00,20220119 0400, 0.0, 1
4854009, 18.00,20220119 0500, 0.0, 1
4854009, 18.00,20220119 0600, 0.0, 1
4854009, 18.00,20220119 0700, 0.0, 1
4854009, 18.00,20220119 0800, 0.0, 1
4854009, 18.00,20220119 0900, 0.0, 1
4854009, 18.00,20220119 1000, 0.0, 1
4854009, 18.00,20220119 1100, 0.0, 1
4854009, 18.00,20220119 1200, 0.5, 1
4854009, 18.00,20220119 1300, 0.0, 1
4854009, 18.00,20220119 1400, 0.0, 1
4854009, 18.00,20220119 1500, 0.0, 1
4854009, 18.00,20220119 1600, 0.0, 1
4854009, 18.00,20220119 1700, 0.0, 1
4854009, 18.00,20220119 1800, 0.5, 1
4854009, 18.00,20220119 1900, 0.0, 1
4854009, 18.00,20220119 2000, 0.5, 1
4854009, 18.00,20220119 2100, 0.0, 1
4854009, 18.00,20220119 2200, 0.0, 1
4854009, 18.00,20220119 2300, 0.0, 1
4854009, 18.00,20220120 0000, 0.0, 1
4854009, 18.00,20220120 0100, 0.0, 1
4854009, 18.00,20220120 0200, 0.0, 1
4854009, 18.00,20220120 0300, 0.0, 1
4854009, 18.00,20220120 0400, 0.0, 1
4854009, 18.00,20220120 0500, 0.0, 1
4854009, 18.00,20220120 0600, 0.0, 1
4854009, 18.00,20220120 0700, 0.0, 1
4854009, 18.00,20220120 0800, 0.0, 1
4854009, 18.00,20220120 0900, 0.0, 1
4854009, 18.00,20220120 1000, 0.0, 1
4854009, 18.00,20220120 1100, 0.0, 1
4854009, 18.00,20220120 1200, 0.0, 1
4854009, 18.00,20220120 1300, 0.0, 1
4854009, 18.00,20220120 1400, 0.0, 1
4854009, 18.00,20220120 1500, 0.0, 1
4854009, 18.00,20220120 1600, 0.0, 1
4854009, 18.00,20220120 1700, 0.0, 1
4854009, 18.00,20220120 1800, 0.0, 1
4854009, 18.00,20220120 1900, 0.0, 1
4854009, 18.00,20220120 2000, 0.0, 1
4854009, 18.00,20220120 2100, 0.0, 1
4854009, 18.00,20220120 2200, 0.0, 1
4854009, 18.00,20220120 2300, 0.0, 1
4854009, 18.00,20220121 0000, 0.0, 1
4854009, 18.00,20220121 0100, 0.0, 1
4854009, 18.00,20220121 0200, 0.0, 1
4854009, 18.00,20220121 0300, 0.0, 1
4854009, 18.00,20220121 0400, 0.0, 1
4854009, 18.00,20220121 0500, 0.0, 1
4854009, 18.00,20220121 0600, 0.0, 1
4854009, 18.00,20220121 0700, 0.0, 1
4854009, 18.00,20220121 0800, 0.0, 1
4854009, 18.00,20220121 0900, 0.0, 1
4854009, 18.00,20220121 1000, 0.0, 1
4854009, 18.00,20220121 1100, 0.0, 1
4854009, 18.00,20220121 1200, 0.0, 1
4854009, 18.00,20220121 1300, 0.0, 1
4854009, 18.00,20220121 1400, 0.0, 1
4854009, 18.00,20220121 1500, 0.0, 1
4854009, 18.00,20220121 1600, 0.0, 1
4854009, 18.00,20220121 1700, 0.0, 1
4854009, 18.00,20220121 1800, 0.0, 1
4854009, 18.00,20220121 1900, 0.0, 1
4854009, 18.00,20220121 2000, 0.0, 1
4854009, 18.00,20220121 2100, 0.0, 1
4854009, 18.00,20220121 2200, 0.0, 1
4854009, 18.00,20220121 2300, 0.0, 1
4854009, 18.00,20220122 0000, 0.0, 1
4854009, 18.00,20220122 0100, 0.0, 1
4854009, 18.00,20220122 0200, 0.0, 1
4854009, 18.00,20220122 0300, 0.0, 1
4854009, 18.00,20220122 0400, 0.0, 1
4854009, 18.00,20220122 0500, 0.0, 1
4854009, 18.00,20220122 0600, 0.0, 1
4854009, 18.00,20220122 0700, 0.0, 1
4854009, 18.00,20220122 0800, 0.0, 1
4854009, 18.00,20220122 0900, 0.0, 1
4854009, 18.00,20220122 1000, 0.0, 1
4854009, 18.00,20220122 1100, 0.0, 1
4854009, 18.00,20220122 1200, 0.0, 1
4854009, 18.00,20220122 1300, 0.0, 1
4854009, 18.00,20220122 1400, 0.0, 1
4854009, 18.00,20220122 1500, 0.0, 1
4854009, 18.00,20220122 1600, 0.0, 1
4854009, 18.00,20220122 1700, 0.0, 1
4854009, 18.00,20220122 1800, 0.0, 1
4854009, 18.00,20220122 1900, 0.5, 1
4854009, 18.00,20220122 2000, 2.0, 1
4854009, 18.00,20220122 2100, 0.0, 1
4854009, 18.00,20220122 2200, 1.0, 1
4854009, 18.00,20220122 2300, 0.0, 1
4854009, 18.00,20220123 0000, 0.0, 1
4854009, 18.00,20220123 0100, 0.0, 1
4854009, 18.00,20220123 0200, 0.0, 1
4854009, 18.00,20220123 0300, 0.0, 1
4854009, 18.00,20220123 0400, 0.0, 1
4854009, 18.00,20220123 0500, 0.0, 1
4854009, 18.00,20220123 0600, 0.0, 1
4854009, 18.00,20220123 0700, 0.0, 1
4854009, 18.00,20220123 0800, 0.0, 1
4854009, 18.00,20220123 0900, 0.0, 1
4854009, 18.00,20220123 1000, 0.0, 1
4854009, 18.00,20220123 1100, 0.0, 1
4854009, 18.00,20220123 1200, 0.5, 1
4854009, 18.00,20220123 1300, 0.0, 1
4854009, 18.00,20220123 1400, 0.0, 1
4854009, 18.00,20220123 1500, 0.0, 1
4854009, 18.00,20220123 1600, 0.0, 1
4854009, 18.00,20220123 1700, 0.0, 1
4854009, 18.00,20220123 1800, 0.0, 1
4854009, 18.00,20220123 1900, 0.0, 1
4854009, 18.00,20220123 2000, 0.0, 1
4854009, 18.00,20220123 2100, 0.0, 1
4854009, 18.00,20220123 2200, 0.0, 1
4854009, 18.00,20220123 2300, 0.0, 1
4854009, 18.00,20220124 0000, 0.0, 1
4854009, 18.00,20220124 0100, 0.0, 1
4854009, 18.00,20220124 0200, 0.0, 1
4854009, 18.00,20220124 0300, 0.0, 1
4854009, 18.00,20220124 0400, 0.0, 1
4854009, 18.00,20220124 0500, 1.0, 1
4854009, 18.00,20220124 0600, 10.0, 1
4854009, 18.00,20220124 0700, 0.0, 1
4854009, 18.00,20220124 0800, 0.0, 1
4854009, 18.00,20220124 0900, 0.0, 1
4854009, 18.00,20220124 1000, 0.0, 1
4854009, 18.00,20220124 1100, 0.0, 1
4854009, 18.00,20220124 1200, 0.0, 1
4854009, 18.00,20220124 1300, 0.0, 1
4854009, 18.00,20220124 1400, 0.0, 1
4854009, 18.00,20220124 1500, 0.0, 1
4854009, 18.00,20220124 1600, 6.0, 1
4854009, 18.00,20220124 1700, 0.5, 1
4854009, 18.00,20220124 1800, 0.0, 1
4854009, 18.00,20220124 1900, 0.0, 1
4854009, 18.00,20220124 2000, 0.0, 1
4854009, 18.00,20220124 2100, 0.0, 1
4854009, 18.00,20220124 2200, 0.0, 1
4854009, 18.00,20220124 2300, 0.0, 1
4854009, 18.00,20220125 0000, 0.0, 1
